Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Lorelei Norman,,10871,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Aziel Austin,,10415,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Alivia Shaw,,10578,Administrative Assistant,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
Elliot Hoover,,2139,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Virginia Huang,,8705,Senior Client Solutions Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,London
Ayaan Murillo,,1026,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Mikaela Duarte,,1156,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Abdullah Townsend,,6622,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Azalea Lee,,7233,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Jack O’Neal,,993,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Treasure Rangel,,4717,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Saint Benitez,,11182,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Reading
Aliza Rios,,10158,Front-End Software Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Israel McCall,,3280,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Kai Prince,,9876,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Aron Allison,,3090,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Chelsea Jefferson,,5868,Head of Work Acceptance,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Raylan Flores,,9850,Boardrooms Receptionist,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,London
Emilia Rogers,,10714,Business Analyst,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Colton Bernard,,5791,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Barbara Dunlap,,8672,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Aries Alexander,,10423,Associate (US Qualified Barrister),Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Lyla Garrett,,4559,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Kairo Duran,,9288,Site Set-up Lawyer,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Willa Moreno,,9636,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Myles Combs,,4233,IT Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Irene Blackwell,,11010,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Marcellus Marquez,,4504,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Milani Davenport,,10561,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Dariel Kennedy,,7678,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Brianna Kelley,,4558,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Eric Bonilla,,9953,Research Analyst,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Romina Pope,,4261,Revenue Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Gunnar Morton,,5424,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Mallory Cobb,,917,Litigation Operations Manager,Operations Director,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,Bristol
Raphael Tucker,,5485,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Esther Frederick,,9690,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Kase Gates,,3321,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Melina Knapp,,3916,Company Secretarial Manager,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
Boden Calderon,,9596,Sustainability & Reporting Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Serena Pierce,,9646,Legal Coordinator,Operations Director,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Nicolas Cook,,11130,Continuous Improvement Manager,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Aaliyah Booth,,3929,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Chaim Ponce,,4480,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Aileen Bates,,10181,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Ellis Bernal,,2931,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Emmeline Spence,,11503,Events Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Cillian Ochoa,,5085,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Luciana Sanders,,8455,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Jose Barr,,10051,Billing Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Noemi Medrano,,1227,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Arian Glass,,3541,Consultant,Consultant,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Clare Michael,,4263,Document Specialist,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
Bronson Mueller,,4550,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Imani Sparks,,7334,Trainee Solicitor (SQE Route),Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Drake Archer,,10711,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kadence West,,10994,Change Manager,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,London
Diego Hill,,10600,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Hannah Roberson,,963,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Shepherd Orozco,,8268,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Renata Vargas,,9848,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Ryker Compton,,9637,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Elina Larson,,7364,Assistant Transformation Marketing Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Rafael Hanna,,8361,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Cynthia Mitchell,,879,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Jaxon Boyle,,4551,Junior Legal Engineer,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Aliya Koch,,3871,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Salvador Baker,,6691,Senior Legal Counsel,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Isla Barnett,,10416,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Stephen Vang,,7713,Brand Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Madisyn Warner,,5678,PA & Project Coordinator,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Jaxton Melendez,,1003,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Bethany Frost,,2682,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Dario Wu,,10353,Executive Assistant,Sr PA / Document Spec / Exec PA,UK - Firm Management,"UK - Operations,",UK - OPS,5000,London
Liana Middleton,,9662,Transformation Marketing Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Misael Colon,,10687,Events Assistant,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Remy Benson,,11436,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Desmond Floyd,,7320,Head of HR,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Yaretzi Oliver,,10539,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Karson Stanley,,8307,Chartered Legal Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Gracelyn Ford,,5797,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Luis Flynn,,8988,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,Reading
Dorothy Stein,,11242,Associate (Scottish Qualified),Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Creed Nguyen,,8281,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Nova Osborne,,4803,Knowledge Training Administrator,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Augustus Bradshaw,,4891,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Berkley Welch,,11469,IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Hendrix Lin,,6455,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Makenna Arnold,,10191,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Abraham Bass,,11506,Business Development Executive (RE&R),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Zahra Heath,,7187,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Lionel Weiss,,6771,Senior Legal Cashier,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Lennox Oliver,,10046,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Karson Barker,,7408,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Remington Salas,,8657,Billings Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Zaiden Gray,,8680,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Sarah Ruiz,,10902,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Austin Taylor,,3817,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Sofia McCann,,11387,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Heath Richard,,10551,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Davina Ibarra,,3757,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Asa Waller,,8276,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Whitley Peters,,1674,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Reading
Patrick Nixon,,4497,Endpoint Strategy and Device Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Deborah Blackburn,,9116,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Zahir Landry,,10826,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Brynleigh Person,,11404,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Moses Cooper,,8095,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Serenity Anderson,,9794,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Jacob Clark,,9691,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Chloe Zavala,,4802,Revenue Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Dillon Moody,,8608,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Elaine Rosario,,3119,Head of Marketing,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Jedidiah Harrison,,10455,Senior Finance Analyst,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Jasmine Rasmussen,,1238,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Will Tucker,,3610,Cornerstone Business Administration Manager,Operations Director,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Esther Henson,,9330,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Bellamy Cameron,,8309,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Julie O’Connell,,8487,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Jovanni Nguyen,,11454,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Nova Gates,,10450,Paralegal,Knowledge,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,Bristol
Ermias Neal,,873,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Talia Hunt,,4358,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Jesus Wood,,11241,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Natalia Garner,,5691,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Sage Newton,,10178,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Braelynn Lozano,,1977,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,London
Boone Cruz,,4124,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Claire Mueller,,4211,Document Services Assistant,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Albert Stark,,4652,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Kamilah Villa,,4665,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Clay Hail,,10754,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Lainey Dennis,,9539,Immigration Advisor,Paralegal,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Emanuel Hutchinson,,4428,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Jamie McKay,,11134,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Joey Petersen,,11548,Boardrooms Receptionist,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Fernanda Fletcher,,5162,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Jay Marquez,,1624,Legal Director,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Milani Marshall,,10604,Resource Manager,Operations Director,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,London
Kaiden Powell,,11391,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Vivian Robinson,,3032,Partner/HOD,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Matthew Bean,,4241,IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Jenesis Flowers,,5081,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Saul Leon,,11388,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Amora Mahoney,,7745,Knowledge Lawyer Director,Knowledge,UK - Fee Earner Support,"UK - Advisory,",UK - Professional Support,400,London
Kamryn Huber,,5558,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Raquel Merritt,,7721,Senior Product Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Colten Pope,,10954,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Aurelia Hicks,,5591,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Maddox Fitzpatrick,,9316,Billings Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Annabella Russo,,9620,Recruitment Administrator,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Jamie Cortes,,4360,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Lea Russo,,1080,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Jamie Rosas,,5008,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Joelle Salinas,,10576,Solutions Apprentice,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Edgar Velez,,8242,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Megan Chambers,,4397,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Orion English,,10903,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Kelly McCarthy,,9052,Legal Operations Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Devin Morris,,11207,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Genesis Clements,,5474,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Fisher McIntyre,,9878,Company Secretarial Manager,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
Rebekah Walters,,10885,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,London
Colson Barnes,,10401,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Liliana Mullins,,7651,Financial Accountant,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Allen Wilcox,,9784,US Marketing Manager,Marketing & Sales,US - Operations,"US - Firm Management USA,",US - Operations,6900,Palo Alto
Ashlyn Maxwell,,3587,Operations Manager (Advisory),Operations Director,UK - Fee Earner Support,"UK - Advisory,",UK - Professional Support,400,London
Eden Jaramillo,,5075,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Guadalupe Gibson,,10973,Boardrooms Receptionist,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Tyler Tucker,,11306,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Esther Tang,,4578,IT Training Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Rogelio Camacho,,8290,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Armani Bernal,,7417,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Eithan Ali,,5652,Administrative Assistant,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Zelda Davidson,,3890,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Dante Jackson,,9891,Internal Auditor,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Avery Garza,,11206,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,Bristol
Judah Harmon,,10587,Payroll Executive,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Maren Ray,,3599,Plot Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Reading
Arlo Leach,,5023,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Martha Evans,,9063,Senior PA – Resource Coordinator,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Elias Velasquez,,10413,Plots Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Esme Martin,,6558,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Mateo McLean,,10556,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Sky Hodge,,9739,Associate (Chartered Trade Mark Attorney),Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Reign Cook,,1065,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Aaliyah Farrell,,7076,Finance Business Partner,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Ty Sparks,,10723,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Aisha Shaw,,11183,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Elliot Mahoney,,11470,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Promise Molina,,7048,Brand Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Prince Vaughn,,4461,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Reign Stephens,,962,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Messiah Bennett,,11009,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Josephine Adkins,,10557,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Kylo Osborne,,11256,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Shelby Roberson,,4080,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Shepherd Howard,,10666,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Sophie O’Neill,,9661,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Marcel Hampton,,9890,Boardrooms Receptionist,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Leona Edwards,,3755,Business Development Manager (E&U and T&A),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Adrian Dillon,,2755,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Laurel Guzman,,9644,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Jude Stafford,,10323,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Reading
Bridget Montgomery,,9617,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Maximiliano Stuart,,8022,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Stormi Neal,,6635,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kane Stephens,,9785,International Expansion Associate,Associate,US - Operations,"US - Firm Management USA,",US - Operations,6900,Palo Alto
